work_id;Summary;Error Type;Error Scope;Comment;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Classification;Reason;Presentation mode;Narrator POV;(Major) Character Death Evidence;words
39728892;The narrator, who had been stabbed by one of three soldiers, dies after sharing an emotional moment with Novellus, the immortal creation of the gods whom she designed and loved. As she passes away, she expresses concern for what Novellus will do without her. The soldiers are killed by Novellus in a fit of rage, two beheaded and one stabbed in the same way as the narrator. After the narrator's death, Novellus is left to grieve, begging his mother Aphrodite to bring her back or end his life, but she refuses, instead offering words of comfort.;;;;stabbing;;;;;;soldier;;;;;;Novellus;;;;;;;;narrator;first;"""Novellus immediately grabbed the sword that had been next to him and sliced one of them completely in half, the second one was decapitated, and the last one, he stabbed him- in the same way I was stabbed.""";3305
39958143;In this story, no one's death was mentioned. The story revolves around Dionysus meeting Ampelus and developing feelings for each other while spending time together at a gathering with mythological creatures.;;;;drowning;;;;;;Zagreus;;;;;;---;;;;;;;;narrator;third;"""December 24 year long forgotten Zagreus got to curious and drowned also remember as a day hades and Persephone will never forget""";4242
39958143;In this story, no one's death was mentioned. The story revolves around Dionysus meeting Ampelus and developing feelings for each other while spending time together at a gathering with mythological creatures.;;;;tearing to pieces;;;;;;Zagreus;;;;;;titans;;;;;;;;narrator;third;"""He heard crackling beneath him and he realized the titans started a fire to burn him alive. He felt his very own skin tearing away his muscles, blood, and organs. He yelled screamed and cried but they didn’t care. They ripped him apart first the legs then the arms then they went to his head""";4242
40140507;Apollo's loved one, Hyacinth, dies after being struck by a discus thrown by Apollo himself. The mode of demise is blunt force trauma from the flying discus, and Apollo is the unintentional perpetrator. As a result, Apollo is left to mourn the loss of his beloved, acknowledging that he was blinded by his own glare and made an error in judgment, leading to Hyacinth's tragic death.;;;;discus;;;;;;Hyacinthus;;;;;;---;;;;;;;;direct speech;first;"""Hyacinthus: (struck by the discus): O red! I’m not drunk, so why does my head turn round so heavily and my sight spin a spiderweb over my eyes and I’m lying on the ground and each sound is magnified thousands of times My heart clutches as it climbs and the breath in my throat stops solid and still, as the colours so shrill of the world strike the light’s note my watery limbs float away… O my flying eyes! O the veins in my wings sing! (Dies.)""";1677
40214382;Oenone, a nymph, encounters Paris, the prince of Troy, who is wounded and seeking her help. However, she is consumed by rage and grief due to the death of their son, Corynthus, whom Paris had unknowingly killed with an arrow. Paris, realizing his mistake, apologizes and asks Oenone to start a new life together, but she refuses, revealing that he had abandoned her for Helen of Sparta, leading to the downfall of Troy. As Paris tries to survive, Thanatos (Death) closes in on him, and Oenone ultimately rejects him, choosing instead to flee into the forest, leaving Paris behind. The text implies that Paris's actions led to his own demise, as well as the destruction of Troy, and that Oenone will likely meet a tragic end, forgotten by the gods.;;;;unspecified;;;;;;the son of Ella Corynthus;;;;;;Paris;;;;;;;;direct speech;third;"""Oh the beautiful son of Ella Corynthus who was taken from her at the hands of Paris. —You killed my son— she looks at him.— my son, our son— she cries and falls to the ground.""";590
40214382;Oenone, a nymph, encounters Paris, the prince of Troy, who is wounded and seeking her help. However, she is consumed by rage and grief due to the death of their son, Corynthus, whom Paris had unknowingly killed with an arrow. Paris, realizing his mistake, apologizes and asks Oenone to start a new life together, but she refuses, revealing that he had abandoned her for Helen of Sparta, leading to the downfall of Troy. As Paris tries to survive, Thanatos (Death) closes in on him, and Oenone ultimately rejects him, choosing instead to flee into the forest, leaving Paris behind. The text implies that Paris's actions led to his own demise, as well as the destruction of Troy, and that Oenone will likely meet a tragic end, forgotten by the gods.;;;;failure to provide assistance;;;;;;Paris;;;;;;Oe;;;;;;;;direct speech;third;"""You disgusting man,"" she points out, ""you who abandoned me now ask me for a new life in exchange for my healing you, but that will be impossible,""";590
40607286;Here is the summary:  The narrator's brother, Ajax, died by his own hand, which the narrator believes was his fault. The narrator was away fighting in Mysia and upon returning, he was met with hostility and accusations of being a traitor. He soon discovered that Ajax had killed all the cattle and lambs before fleeing, but it was too late as Ajax had already died. The narrator took on the responsibility of protecting Ajax's wife, Tecmessa, and their four-year-old son, Eurysaces, as stated in Ajax's will. Despite knowing that his father, King Telamon, would not welcome him back to Salamis due to being a bastard and slave-born, the narrator vows to protect Eurysaces and take him to his grandfather, hoping he will treat the boy with kindness.;;;;suicide;;;;;;Ajax;;;;;;---;;;;;;;;narrator;first;"""This cute one is now four years old and he lost his father. His father’s death is sad but the most miserable thing is, that he left us by his own hand."" [...] ""Tecmessa quickly takes her son here, where her husband and her child’s father lay. My brother’s corpse. """;1085
44140441;Hyacinthus, the victim, was brutally murdered by Zephyrus, who used unnatural winds to shatter his bones and spill his life-force out. The Fates had decreed Hyacinthus' final destiny, and Apollo was unable to heal him despite his attempts. As Hyacinthus lay dying, he shared a final moment with Apollo, who expressed his eternal love for him.;;;;falling;;;;;;Patroclus;;;;;;Apollo, Hector;;;;;;;;direct speech;first;"“It is the reminder of Achilles. I pushed Patroclus off the wall.” [...] ""“I pushed him off the wall, stripped his armour off of him. Made it easy for Hector to kill him. It was cowardly, I see it now. Patroclus fought bravely, and with honour. He deserved a better death.”""";3309
44140441;Hyacinthus, the victim, was brutally murdered by Zephyrus, who used unnatural winds to shatter his bones and spill his life-force out. The Fates had decreed Hyacinthus' final destiny, and Apollo was unable to heal him despite his attempts. As Hyacinthus lay dying, he shared a final moment with Apollo, who expressed his eternal love for him.;;;;discus;;;;;;Hyacinthus;;;;;;Zephyrus;;;;;;;;narrator;first;"""Look!” Hyacinthus called out to me. “Look at how far mine is going!” I grinned, ready to indulge him. Something then changed. I felt like we were being watched by jealous eyes, angry eyes. The wind felt foul, unnatural, like something else was in command of it.If I cannot have him, then no one can! Zephyrus. I dropped the pack just as the wind changed direction again, and then— Bone shattered. The smell of blood filled the air. A body collapsed. I got to Hyacinthus before he hit the ground. I tried to heal him, to revive him, but his life-force continued to spill out of him. I heard cackling. The Fates. This was Hyacinthus’ final destiny."" [...] ""He smiled. His hand, weak and trembling, tried to reach up to me, and then, he was gone.""";3309
45282052;The princess's heart gave out due to being overwhelmed by excessive pleasure and pain inflicted upon her by unknown individuals, possibly including the witch, whose voice was present throughout the ordeal. The mode of demise for both the princess and her father, the king, is death from exhaustion or cardiac arrest caused by intense sexual activity. The perpetrator(s) responsible for their deaths are not explicitly stated but seem to be a group of people including the witch, while the victims are the princess and her father.;;;;manipulation/intercourse;;;;;;Glauce's father;;;;;;the witch;;;;;;;;narrator;third;"""Nobody will know how many times she had screamed the witch's name before slumping down onto the corpse of her father, whose own heart had stopped beating the very first time she dragged an orgasm from his cock.""";1789
45282052;The princess's heart gave out due to being overwhelmed by excessive pleasure and pain inflicted upon her by unknown individuals, possibly including the witch, whose voice was present throughout the ordeal. The mode of demise for both the princess and her father, the king, is death from exhaustion or cardiac arrest caused by intense sexual activity. The perpetrator(s) responsible for their deaths are not explicitly stated but seem to be a group of people including the witch, while the victims are the princess and her father.;;;;manipulation/intercourse;;;;;;Glauce;;;;;;unknown individuals/witch;;;;;;;;narrator;third;"""No one will be sure how many times the princess came before her heart gave out, overwhelmed by more pleasure and pain, more sensation, than the human body is equipped to burn.""";1789
